category,partner,dataset,slug,region,canDownload,canSample,timePartitioned,dateStart,dateEnd,rowCount,columns,sizeBytes,fileType,summary
,REsimplifi,Brokers,brokers,US,True,True,False,,,812825,4,21557760,csv,"Real estate listings for commercial properties, including detailed attributes related to property type, listing type, listing organization, and even property photos."
,REsimplifi,Suites,suites,US,True,True,False,,,877362,15,35729408,csv,"Real estate listings for commercial properties, including detailed attributes related to property type, listing type, listing organization, and even property photos."
,Revelio Labs,Company Reference,company-reference,Global,False,False,False,,,31399886,35,8566507008,parquet,"Company information such as NAICS, GVKEY, location, and year founded for companies covered by Revelio Labs data. This dataset serves as a reference file enabling researchers to match Revelio companies"
,Revelio Labs,Individual Education,individual-education,Global,False,False,False,,,673314700,16,33180154880,parquet,"Individual level education data including university name, location and degree."
,Revelio Labs,Individual Position,position,Global,False,False,False,,,1752894000,50,419672113152,parquet,"Individual level position data, including information on users’ job histories. Each row is a position held by an individual."
,Revelio Labs,Individual Skill,individual-skill,Global,False,False,False,,,11065581666,13,239152361984,parquet,Individual skill data. Revelio Labs uses proprietary algorithms to cluster the skill universe into distinct clusters of skills. The default skill clustering is done at 50 groups.    Please note that a
,Revelio Labs,Layoffs,layoffs,US,False,False,False,,,62353,20,4908544,parquet,"WARN layoff data from the US which details whenever a firm is planning to lay off a significant portion of its workforce, collected by Revelio. The WARN Act (Worker Adjustment and Retraining Notificat"
,Revelio Labs,Sentiment,sentiment,Global,False,False,False,,,43526831,140,34697398784,parquet,"Raw full-text employee reviews of companies sourced from Glassdoor, offering insights into employee sentiment and workplace experiences. Contains more than 34 million reviews with global coverage, sta"
,Revelio Labs,Unified Job Postings,unified-job-postings,Global,False,False,False,,,1465473323,46,2066923655680,parquet,"Individual level job postings data with posting-level information on current and historical job postings such as posting date, location, role, and salary, as well as the raw full text of each posting."
,Revelio Labs,User,user,Global,False,False,False,,,594048357,23,96805686272,parquet,"Individual level user data, including information on users' names, gender, and predicted ethnicity. Each row is an individual's public profile."
,Revelio Labs,Workforce Dynamics,workforce-dynamics,Global,False,False,False,,,6767684511,27,210267562496,parquet,"Monthly time-series of aggregated company headcounts, inflows, outflows, salaries, and other workforce metrics. The dataset tracks talent at a company at various levels of aggregation (roles, location"
,TenderAlpha,Unified Government Contract Awards,unified-government-contract-awards,Global,True,True,False,,,130971566,90,14809253376,parquet,"TenderAlpha offers a broad set of datasets that include global government contract awards, federal government subcontracts, G2B and B2B supply chain transactions, and trade flows. Our data is unique i"
,Veridion,ESG Company Scores,esg-company-scores,US,True,True,False,,,5000,74,15900672,parquet,"The Veridion ESG Company Scores dataset contains ESG assessments for 5,000 companies (expanding over time), including overall scores (0–100), pillar scores (Environmental, Social, Governance), and 26 "
,Veridion,Firmographics (Company Core Profiles),firmographics-company-core-profiles,Global,True,True,False,,,26800118,41,12159795200,parquet,"Comprehensive firmographic and operational data for a stratified 20% random sample of Veridion's 134M+ global companies, including identifiers, geocoded locations, multi-taxonomy industry classificati"
,Veridion,Products,products,US,True,True,False,,,47779565,36,10668339712,parquet,"Product records extracted from company websites using Veridion's AI pipeline, including normalized product names, descriptions, specifications, certifications, and three-level UNSPSC classifications f"
,Veridion,Services,services,US,True,True,False,,,2938913,9,93972480,parquet,"Service-level intelligence extracted from company websites, with UNSPSC classification and structured service attributes."
,WARN Database,Airline Employment Data,airline-employment-data,US,True,True,True,1990-01-01,2026-02-01,30506,7,374784,parquet,"The U.S. Department of Labor’s Bureau of Transportation Statistics maintains monthly employment data from airlines operating at least one aircraft with capacity to carry a payload factor of 18,000 pou"
,WARN Database,WARN Layoff Data,warn-layoff-data,US,True,True,True,1996-07-10,2026-06-01,84755,15,3493888,parquet,The federal WARN Act requires large employers to give advance notice of layoffs to state governments and workers. States publish this layoff information with varying degrees of specificity.  The WARN 
Weather & ESG,ClimateCheck,U.S Climate Risk Data,u-s-climate-risk-data,United States,True,True,False,,,33300,441,12515840,csv,"The dataset provides climate risk ratings for five distinct hazard categories: heat, precipitation, drought, flooding, and fire. For each hazard, ClimateCheck analyzes the frequency and severity of ex"
Weather & ESG,Custom Weather,Daily Weather Data,daily-weather-data,Global,True,True,True,1970-08-22,2026-02-28,13061267,13,264924160,csv,"A daily record of US historical climate data from 2018 to present, including temperature, humidity, precipitation, windspeed, dew point, visibility, and sea level pressure."
Weather & ESG,Custom Weather,Hourly Weather Data,hourly-weather-data,United States,True,True,True,2017-12-31T15:00:00,2026-05-01T06:00:00,150473839,34,0,csv,"An hourly record of US historical climate data, including temperature, humidity, precipitation, windspeed, dew point, visibility, and sea level pressure."
Weather & ESG,Custom Weather,US Locations,us-locations,United States,True,True,False,,,2086,8,0,csv,Connector file for linking location data to codes in the the primary CustomWeather datasets.
Weather & ESG,NatureQuant,Nature Score,nature-score,North America,True,True,False,,,30081190,9,1033677824,parquet,"NatureScore is given on a 0-100 scale, with 0 representing minimal health supporting nature (dense urban environment) and 100 representing maximum health supporting nature (bio-diverse environment wit"
Weather & ESG,NatureQuant,Urban Heat Index,urban-heat-index,US,False,True,False,,,130312897,4,1603055104,parquet,The NatureScore Urban Heat Index provides a single score from 1 (low priority) to 10 (high priority). A score of 1 indicates the lowest level of heat risk while a score of 10 indicates the highest lev
Company Insights,GovFiles,Business Entity,business-entity,US,True,True,False,,,84376737,18,5186247229,parquet,"Business entity records collected directly from all fifty U.S. state Secretary of State registries and normalized into a single schema, covering more than 75 million corporations, LLCs, partnerships, nonprofits, and trade names, both active and dissolved. Primary table of 7; no officers/parties table."
